0,1
“Can a man break iron— iron from the north—or bronze?,"Mbega har’ uwoshobora kuvuna icuma, kand’ ar’ icuma kivuye i burārūko, bo n’umuringa?"
Then the word of the Lord came to me:,"Ijambo ry’Uhoraho rinzak’ ukundi gusha,"
Then the word of the Lord came to me.,"Maz’ ijambo ry’Uhoraho rinzako,"
"But Jeremiah answered them, “Tell Zedekiah,","Maze Yeremiya arabishura, at’ Uku abe ari ko mubarira Zedekiya:"
Then the word of the Lord came to me:,"Maz’ ijambo ry’Uhoraho rinzako,"
"Edom, Moab and Ammon;","n’i Edomu n’i Mowabu n’ab’ umuryango wa Amoni,"
"all the kings of Zimri, Elam and Media;","n’abami bose b’i Zimuri, n’abami bose b’i Elamu, n’abami bose b’Abamedi,"
"Tell Shemaiah the Nehelamite,","Kandi ku vya Shemaya w’i Nehelamu uvuge,"
Then the word of the Lord came to Jeremiah:,"Nukw ijambo ry’Uhoraho riza kuri Yeremiya,"
I will refresh the weary and satisfy the faint.”,"Kuko nashubije intege mu mutima urushe, n’umutima udendebukiwe nkawuhēmbūra."
"Jeremiah said, “The word of the Lord came to me:","Yeremiya aravuga, at’ Ijambo ry’Uhoraho ryanjeko,"
“In their presence I gave Baruch these instructions:,"Nihanikiririza Baruki imbere yabo,"
Then the word of the Lord came to Jeremiah:,"Maz’ ijambo ry’Uhoraho riza kuri Yeremiya,"
The word of the Lord came to Jeremiah:,"Maz’ ijambo ry’Uhoraho riza kuri Yeremiya,"
The word of the Lord came to Jeremiah:,"Ijambo ry’Uhoraho riza kuri Yeremiya,"
Then the word of the Lord came to Jeremiah:,"Ico ni co catumye ijambo ry’Uhoraho riza kuri Yeremiya,"
"Then the word of the Lord came to Jeremiah, saying:","Maz’ ijambo ry’Uhoraho riza kuri Yeremiya,"
"Ebed-Melek went out of the palace and said to him,","Ebedumeleki asohoka mu ngoro i bgami, abarira umwami,"
"The day after Gedaliah’s assassination, before anyone knew about it,","Bukeye ku musi ugira kabiri amaze kwica Gedaliya, kand’ ata wurabimenya,"
In Tahpanhes the word of the Lord came to Jeremiah:,"Maz’ ijambo ry’Uhoraho riza kuri Yeremiya i Tahapanesi,"
Moab will be broken; her little ones will cry out.,I Mowabu haratikiye; abana baho bumvikanisha urwānāga.
"to Dibon, Nebo and Beth Diblathaim,","no kuri Diboni, no kuri Nebo, no kuri Beti‐dibulatayimu,"
"to Kiriathaim, Beth Gamul and Beth Meon,","no kuri Kiriyatayimu, no kuri Beti‐gamuli, no kuri Beti‐meyoni,"
"in Nebuchadnezzar’s eighteenth year, 832 people from Jerusalem;","mu mwaka ugira icumi n’umunani Nebukadineza ari ku ngoma, yajanye ab’ inyagano amajana munani na mirongwitatu na babiri, abakūye i Yerusalemu;"
God thus confirming our testimony about Christ among you.,kuk’ ugushingira intahe Kristo kwakomejwe muri mwebge.
"Jews demand signs and Greeks look for wisdom,","Kukw Abayuda basaba ibimenyetso, Abagiriki barondera ubgenge,"
so that no one may boast before him.,kugira ngo ntihagire umuntu yirata imbere y’Imana.
"and you are of Christ, and Christ is of God.","namwe mur’ aba Kristo, Kristo n’uw’ Imana."
Therefore I urge you to imitate me.,"Nuko ndabinginga, munyigāne."
"I say this as a concession, not as a command.","Ariko mvuze ivyo ar’ ukwemerana, s’ivyagezwe mbagerera."
But whoever loves God is known by God.,Arik’ ūkunda Imana ni we amenywa na yo.
Don’t we have the right to food and drink?,mbega ntitwemererwa kurya no kunywa?
They all ate the same spiritual food,"bose bagasangira vya vyo kurya vy’impwemu,"
"Therefore, my dear friends, flee from idolatry.","Nuko, abo nkunda, ni muhunge gusenga ibigirwamana."
"for, “The earth is the Lord’s, and everything in it.”","kukw isi ar’iy’ Uhoraho, n’ibiyuzuye."
"Follow my example, as I follow the example of Christ.","Munyigāne, nk’uko nanje nīgāna Kristo."
"neither was man created for woman, but woman for man.","Kand’ umugabo ntiyaremwe kubg’ umugore, arik’ umugore ni we yaremwe kubg’ umugabo."
"There are different kinds of service, but the same Lord.","Kandi har’ amabango menshi, arik’ Umwami n’umwe."
"As it is, there are many parts, but one body.","Ariko noneho, ingingo ni nyinshi, umubiri ukaba umwe."
"It always protects, always trusts, always hopes, always perseveres.","rurenzako muri vyose, rwizera vyose, rwizigira vyose, rwihanganira vyose."
"For we know in part and we prophesy in part,","Kuko tuzi agace, kandi tuvugishwa n’Imana agace,"
"but when completeness comes, what is in part disappears.","ariko, ah’ igihingūye kizoshikira, ivy’ agace bizokūrwaho."
"But if anyone ignores this, they will themselves be ignored.","Ariko, namba har’ umuntu atabimenye, ntakabimenye."
"Then he appeared to James, then to all the apostles,","maze yiyereka Yakobo, hanyuma yiyereka intumwa zose."
The last enemy to be destroyed is death.,Urupfu ni we mumenja w’imperēra azorandurwa.
Do not be misled: “Bad company corrupts good character.”,Ntimuzimire: kubana n’ababi kwonona ingeso nziza.
"But I will stay on at Ephesus until Pentecost,",Ariko nzotebera muri Efeso gushitsa kuri Pentekote:
Do everything in love.,Ivyo mukora vyose mubikorane urukundo.
"I, Paul, write this greeting in my own hand.","Uku ni kwo gutasha kwanje Paulo, kwanditswe n’ukwanje kuboko."
The grace of the Lord Jesus be with you.,Ubuntu bg’Umwami wacu Yesu Kristo bubane namwe.
My love to all of you in Christ Jesus. Amen.,Urukundo rwanje rubane namwe mwese muri Kristo Yesu. Amen.
"Moreover, Solomon has taken his seat on the royal throne.",Mbere Salomo yavyagiye ku ntebe y’ubgami.
"At this, all Adonijah’s guests rose in alarm and dispersed.","Maz’ abatumire ba Adoniya bose baranduka imitima, bava hasi, umuntu wese afata inzira yiwe."
The Lord was pleased that Solomon had asked for this.,Maze binezereza Uhoraho yuko Salomo asavye ivyo.
So King Solomon ruled over all Israel.,Umwami Salomo yar’ umwami w’Abisirayeli bose.
"Elihoreph and Ahijah, sons of Shisha—secretaries; Jehoshaphat son of Ahilud—recorder;",Elihorefu na Ahiya bene Shisha bar’ abakarani; Yehoshafati mwene Ahiludi ni we yar’ umwanditsi w’ ivyaja biraba;
Benaiah son of Jehoiada—commander in chief; Zadok and Abiathar—priests;,Benaya mwene Yehoyada yar’ umugabisha w’ ingabo; Sadoki na Abiyatari ni bo bar’ abaherezi;
Ahishar—palace administrator; Adoniram son of Abda—in charge of forced labor.,Ahishari yar’ umubgiriza wo mu rugo; Adoniramu mwene Abuda ni we yagaba ivy’ abanyabikebere.
These are their names: Ben-Hur—in the hill country of Ephraim;,Aya ni yo mazina yabo: mwene Huri yatoza ivyo mu mugamba w’Abefurayimu;
"Ben-Deker—in Makaz, Shaalbim, Beth Shemesh and Elon Bethhanan;",na mwene Dekeri yatoza ivy’ i Makasi n’i Shalibimo n’i Beti‐shemeshi n’i Eloni‐beti‐hanani;
Ahinadab son of Iddo—in Mahanaim;,na Ahinadabu mwene Ido yatoza ivy’ i Mahanayimu;
Ahimaaz—in Naphtali (he had married Basemath daughter of Solomon);,"na Ahimasi yatoza ivy’ Abanafutali, yari yarongoye Basemati umukobga wa Salomo;"
Baana son of Hushai—in Asher and in Aloth;,na Bayana mwene Hushayi yatoza ivy’ Abasheri n’ivy’ i Beyaloti;
Jehoshaphat son of Paruah—in Issachar;,na Yehoshafati mwene Paruwa yatoza ivy’ Abisakari;
Shimei son of Ela—in Benjamin;,na Shimeyi mwene Ela yatoza ivy’ Ababenyamini;
Solomon sent back this message to Hiram:,"Nuko Salomo atuma kwishura Hiramu,"
King Solomon conscripted laborers from all Israel—thirty thousand men.,Maz’ umwami Salomo atoza abantu bo kuba abanyabikebere mu Bisirayeli hose; abo yatoje baba ibihumbi mirongwitatu.
He made narrow windows high up in the temple walls.,Iyo ngoro ayishiramw’ amadirisha y’ inshingo zikomeye.
The word of the Lord came to Solomon:,"Bukeye ijambo ry’Uhoraho riza kuri Salomo,"
So Solomon built the temple and completed it.,"Uko ni ko Salomo yubatse iyo ngoro, arayuzuza."
The height of each cherub was ten cubits.,"Uburebure bg’umukerubi umwe bgar’ amatambge cumi, n’ubg’ uwundi kuno nyene."
He overlaid the cherubim with gold.,Kand’ abo bakerubi abomekakw izahabu.
"Above were high-grade stones, cut to size, and cedar beams.","Hejuru yayo hakurikirakw amabuye y’ igiciro kinini abājwe ku rugero, agasozerwa n’ibiti bibājwe vy’ amasederi."
"King Solomon sent to Tyre and brought Huram,",Bukeye Salomo atuma i Tiro guhamagaza Hiramu.
the ten stands with their ten basins;,"na vya bitereko ukw ar’ icumi, na vya bigarigari ukw ar’ icumi nyene vyari biteretse kuri vyo;"
the Sea and the twelve bulls under it;,"na ca kiyaga, na vya bishushanyo vy’amapfizi ukw ar’ icumi na bibiri biteretswekw ico kiyaga nyene;"
"And Solomon rebuilt Gezer.) He built up Lower Beth Horon,","Nuko Salomo yubaka i Gezeri nyene, n’i Beti‐horoni ho hepfo,"
"Baalath, and Tadmor in the desert, within his land,",n’i Bayalati n’i Tamari mu bugaragwa bgo mu gihugu c’Abayuda;
Solomon reigned in Jerusalem over all Israel forty years.,"Nukw igihe cose Salomo yamaze ari ku ngoma aganza Abisirayeli bose ar’ i Yerusalemu, cabaye imyaka mirongwine."
"At that time Abijah son of Jeroboam became ill,",Ico gihe Abiya mwene Yerobowamu ararwara.
There was continual warfare between Rehoboam and Jeroboam.,Kandi hāmah’ intambara hagati ya Rehobowamu na Yerobowamu na ntaryo.
There was war between Abijah and Jeroboam throughout Abijah’s lifetime.,"Kandi Rehobowamu akiriho, hāmah’ intambara hagati yiwe na Yerobowamu;"
Then the word of the Lord came to Elijah:,"Hanyuma ijambo ry’Uhoraho rimuzako,"
Then the word of the Lord came to him:,"Maz’ ijambo ry’Uhoraho rimuzako,"
Jehoshaphat was also at peace with the king of Israel.,Kandi Yehoshafati ashira hamwe n’umwami w’Abisirayeli.
"They said to King Nebuchadnezzar, “May the king live forever!","Babgira umwami Nebukadineza, bati Mugenzi nyaguhoraho:"
All this happened to King Nebuchadnezzar.,Nukw ivyo vyose bishika ku mwami Nebukadineza.
Therefore he sent the hand that wrote the inscription.,"Maz’ ico gihimba c’igikonjo kirarungikwa, kivuye kuri yo, iyo nyandiko irandikwa."
"That very night Belshazzar, king of the Babylonians, was slain,",Maze mur’ iryo joro nyene Belushaza umwami w’i Bukaludaya aricwa.
So King Darius put the decree in writing.,Nuk’ umwami Dariyo asinya ku candiko c’ico cihanikirizo.
"Daniel answered, “May the king live forever!","Maze Daniyeli yishura umwami, ati Mugenzi nyaguhoraho,"
"At that time I, Daniel, mourned for three weeks.",Mur’ iyo misi jewe Daniyeli namaze amayinga atatu yiramvuriye ntuntuye.
"The proverbs of Solomon son of David, king of Israel:","Imigani ya Salomo mwene Dawidi, umwami w’Abisirayeli,"
for gaining wisdom and instruction; for understanding words of insight;,Yo kumenya ubgenge bo n’ inyigisho; Gutegēra amajambo y’ugutahura;
cast lots with us; we will all share the loot”—,"Enda fadikanya natwe, Twese tugire umupfuko umwe:"
"Discretion will protect you, and understanding will guard you.","Amakenga azogushibamira, Ugutahura kuzokuzigama,"
"Blessed are those who find wisdom, those who gain understanding,","Hahirwa umuntu yironkera ubgenge, N’umuntu aronse ugutahura."
"The wise inherit honor, but fools get only shame.","Abanyabgenge bazoragwa icubahiro, Arikw isoni ni zo zizoba umugabane w’ibipfu."
"It has no commander, no overseer or ruler,","Naho kitagira umucamanza, Cank’ umubgiriza cank’ ūganza,"
"haughty eyes, a lying tongue, hands that shed innocent blood,","Amaso y’ubgibone n’ururimi rw’ibinyoma, N’amaboko avisha amaraso y’ aberanda;"
I have covered my bed with colored linens from Egypt.,"Nashashe imisego ku buriri bganje, N’impuzu z’amagarwe zajishwe mu nyuzi zo muri Egiputa."
"I have perfumed my bed with myrrh, aloes and cinnamon.",Namotesheje neza uburiri bganje Isenga n’imbazi na mudarasini.
"by me princes govern, and nobles—all who rule on earth.","Ni jewe mpa abaganza kuganza, N’abaganwa, eka mbere n’abacamanza bose bo mw isi."
"With me are riches and honor, enduring wealth and prosperity.","Itunga n’icubahiro bir’ i wanje; N’ubutunzi buramba, bo n’ ubugororotsi."
rejoicing in his whole world and delighting in mankind.,Niginagura mw isi yayo yāgānutse; Mpimbarwa n’abana b’abantu.
“Stolen water is sweet; food eaten in secret is delicious!”,"At’ Amazi y’amībano araryoshe, N’indya zirīrwa mu mpisho ziranezereye."
"Lazy hands make for poverty, but diligent hands bring wealth.","Ukuboko kw’umunebge kwizanira ubgoro, Arik’ ukuboko kw’umunyamwete kuratungisha."
"Hatred stirs up conflict, but love covers over all wrongs.","Urwanko ruvyura intonganya, Arik’ urukundo rupfuka ibigabitanyo vyose."
"Diligent hands will rule, but laziness ends in forced labor.","Ukuboko kw’abanyamwete kuzoganza, Arik’ umunyabute azoshirwa mu buja."
"Righteousness exalts a nation, but sin condemns any people.","Ubugororotsi bushira ihanga hejuru, Arikw icaha gitukisha amoko."
"Mockers resent correction, so they avoid the wise.","Umucokoranyi ntakunda igihano, Kandi ntagendera abanyabgenge."
Better a little with righteousness than much gain with injustice.,Ibike birimw’ ubugororotsi Biruta inyungu nyinshi zirimwo kugabitanya.
"Kings detest wrongdoing, for a throne is established through righteousness.","N’ikizira ku bami gukora ikibi, Kukw ingoma ikomezwa n’ ubugororotsi."
"Pride goes before destruction, a haughty spirit before a fall.","Ubgibone bgitangira imbere y’uguhona, Kand’ umutima wihaya witangira imbere y’ukugwa."
To answer before listening— that is folly and shame.,Ūwishura atarumva Bimubera ubupfu n’agatētereza.
Casting the lot settles disputes and keeps strong opponents apart.,"Ubupfindo bumara ibihāri, Kandi butātūra abakomeye."
"The poor plead for mercy, but the rich answer harshly.","Umworo akoma ibōbo, Arik’ umutunzi we yishurana ubugabo."
"Laziness brings on deep sleep, and the shiftless go hungry.","Ubunebge butera itiro ryinshi, Kand’ umunyabute azogira inzara."
Differing weights and differing measures— the Lord detests them both.,Ibilo bitangana n’ibigeresho bitangana Vyompi n’igisesema k’Uhoraho.
"Whoever pursues righteousness and love finds life, prosperity and honor.",Uwitwaririka ivy’ ubugororotsi n’imbabazi Aronka ubugingo n’ubugororotsi n’icubahiro.
or you may learn their ways and get yourself ensnared.,"Woye gutora inzira ziwe, Ugatega ubugingo bgawe umutego."
"Do not crave his delicacies, for that food is deceptive.","Ntugire umutima muke mu binoboye vyiwe, Kukw ar’ ivyo kurya vy’ uruhendo."
Punish them with the rod and save them from death.,"Uz’ umukubite inkoni, Ni ho uzokiza ubugingo bgiwe ngo ntibuje i kuzimu."
"Do not envy the wicked, do not desire their company;","Ntukagirire ishari abanyakibi, Kandi ntukifuze kubana na bo:"
Whoever plots evil will be known as a schemer.,Uwigerera gukora ibibi Abantu bazomwita Kanyengunge.
An honest answer is like a kiss on the lips.,Uwishuye ibiroranye Biba bibaye nk’indamukanyo nziza.
Like a maniac shooting flaming arrows of death,"Nk’uk’ umusazi ashwiragiza ibishirīra N’imyampi vyo kwica,"
Better is open rebuke than hidden love.,Guhanira ahibonekeza Kuruta urukundo rudaseruka.
"As iron sharpens iron, so one person sharpens another.","Ukw icuma gikarisha ikindi, Ni k’umuntu akarisha mugenzi we."
The righteous detest the dishonest; the wicked detest the upright.,"Ūdambikanya n’igisesema ku bagororotsi, Kand’ ūgenda atunganye n’ igisesema ku banyakibi."
"locusts have no king, yet they advance together in ranks;","Inzige ntizigira umwami, Yamara zigenda zose zīciye imice;"
"a lion, mighty among beasts, who retreats before nothing;","Ni vyo ibi: intambge, kukw ari yo irusha ibikōko vyose inkomezi, Kandi ntivira na kimwe mu nzira;"
She selects wool and flax and works with eager hands.,"Arondera ubgoya bg’intama n’ipampa, Akoresha amaboko yiwe umutima ukunze."
"“Many women do noble things, but you surpass them all.”","Ati Har’ abagore benshi bakora ivyiza, Ariko weho ubarusha bose."
"in whom we have redemption, the forgiveness of sins.","Mur’ uwo ni ho dufise ugucungurwa, ni kwo guharirwa ivyaha vyacu."
“Do not handle! Do not taste! Do not touch!”?,"ngo, Ntugafateko, ntugatamireko, ntugakoreko;"
"Set your minds on things above, not on earthly things.","Mushire imitima ku biri hejuru, ntimuyishire ku biri mw isi."
"Because of these, the wrath of God is coming.",ivyo ni vyo bizanira uburake bg’Imana abantu b’intabarirwa.
"Devote yourselves to prayer, being watchful and thankful.","Mukovye mu gusenga, mukubemwo maso, mushima;"
"Pray that I may proclaim it clearly, as I should.",kugira ngo ndariserure nk’uko nkwiye kuvuga.
"Our dear friend Luke, the doctor, and Demas send greetings.","Luka, umuganga akundwa, na Dema, barabatasha."
"When they saw the star, they were overjoyed.",Babonye iyo nyenyeri banezerwa akaneza kenshi cane.
Then what was said through the prophet Jeremiah was fulfilled:,"Ni ho ivyavuzwe na Yeremiya yavugishwa n’Imana vyashikiye,"
Produce fruit in keeping with repentance.,Nuko mwame imbuto zikwiranye n’ukwihana.
"After fasting forty days and forty nights, he was hungry.","Amaze imisi mirongwine n’amajoro mirongwine yisonzesheje, abona gusonza."
to fulfill what was said through the prophet Isaiah:,"ngw ivyanditswe na Yesaya yavugishwa n’Imana bishike,"
At once they left their nets and followed him.,"Baca bareka insenga, baramukurikira."
and he began to teach them. He said:,"Yanzika kuvuga, arabigisha,"
"Blessed are those who mourn, for they will be comforted.","Hahirwa abatuntuye, kukw ari bo bazokwirurwa."
"Blessed are the meek, for they will inherit the earth.","Hahirwa abatekereza, kukw ari bo bazoragwa isi."
"Blessed are the merciful, for they will be shown mercy.","Hahirwa abagira imbabazi, kukw ari bo bazozigirirwa."
"Be perfect, therefore, as your heavenly Father is perfect.","Mwebge ni mube agahore, nk’uko So wo mw ijuru ar’ agahore."
Give us today our daily bread.,Uduhe ivyo kurya dukwiranye uyu musi;
"“Do not judge, or you too will be judged.","Ntimugahinyurire mu mitima yanyu, namwe mukazohinyurwa."
"Thus, by their fruit you will recognize them.",Nuko muzobamenyera ku vyo bama.
"Jesus said to him, “Shall I come and heal him?”","Aramubgira, ati Ndaje kumukiza."
Then the man got up and went home.,Aravyuka arataha.
News of this spread through all that region.,Iyo nkuru ikwira mur’ ico gihugu cose.
"Simon the Zealot and Judas Iscariot, who betrayed him.","na Simoni Umunyakananayo, na Yuda Isikaryota, umwe yamugura."
Go rather to the lost sheep of Israel.,Ariko muje mu ntama zazimiye zo mu muryango wa Isirayeli.
"As you enter the home, give it your greeting.",Mucinjira mu nzu muyiramutse;
For all the Prophets and the Law prophesied until John.,"Kukw abavugishwa n’Imana bose bāvugishijwe, bo n’ivyagezwe, gushitsa igihe ca Yohana,"
"Whoever has ears, let them hear.","Ūri n’amatwi yumva, ni yumve."
For my yoke is easy and my burden is light.”,"Kukw ingata yanje itababaza, n’umutwaro wanje uhwahutse."
For the Son of Man is Lord of the Sabbath.”,Kuk’ Umwana w’umuntu ar’ Umwami w’isabato.
"Going on from that place, he went into their synagogue,","Avayo, yinjira mw isinagogi yabo."
He warned them not to tell others about him.,"Arabihaniza ngo ntibagende baramwandagaza,"
In his name the nations will put their hope.”,Kand’ izina ryiwe ni ryo abanyamahanga bazokwizigira.
